model,fold,seed,condition,severity,window_accuracy,window_precision,window_recall,window_specificity,window_f1,window_auroc,window_tn,window_fp,window_fn,window_tp,window_loss,video_accuracy,video_precision,video_recall,video_specificity,video_f1,video_auroc,video_tn,video_fp,video_fn,video_tp,event_recall,detected_events,total_events,false_alarms,false_alarms_per_hour,mean_detection_delay_seconds
masked_bimamba,fold_0,seed_3407,confidence_noise,0.3,0.7753359683794466,0.2821552723059096,0.7279521674140508,0.780940594059406,0.4066805845511482,0.8103366690769014,8834,2478,364,974,0.4041496972150717,0.6842105263157895,0.6861702127659575,0.9923076923076924,0.0166666666666666,0.8113207547169812,0.7546153846153847,1,59,1,129,0.9769230769230768,127,130,313,410.1033629349248,-0.1401574803149606
masked_bimamba,fold_0,seed_3407,lower_body_missing,1.0,0.452094861660079,0.148636763412489,0.8841554559043349,0.400990099009901,0.2544906959234161,0.726431730897305,4536,6776,155,1183,0.50046430431807,0.6894736842105263,0.6878306878306878,1.0,0.0166666666666666,0.8150470219435736,0.483076923076923,1,59,0,130,1.0,130,130,277,362.93492502547656,-2.2507692307692326
masked_bimamba,fold_0,seed_42,clean,0.0,0.8052173913043478,0.3071917808219178,0.6704035874439462,0.8211633663366337,0.42132456552372,0.8159696675144774,9289,2023,441,897,0.3050357510795883,0.7578947368421053,0.7413793103448276,0.9923076923076924,0.25,0.8486842105263158,0.6441025641025641,15,45,1,129,0.9615384615384616,125,130,237,310.5255495705341,0.1056
masked_bimamba,fold_0,seed_42,random_joint_drop,0.1,0.4747826086956522,0.1496302165874273,0.8467862481315396,0.4307814710042433,0.254320987654321,0.6884632349365621,4873,6439,205,1133,0.5714106144264282,0.6842105263157895,0.6842105263157895,1.0,0.0,0.8125000000000001,0.5212820512820513,0,60,0,130,1.0,130,130,287,376.03726888921216,-3.049230769230769
masked_bimamba,fold_0,seed_42,random_joint_drop,0.2,0.3758893280632411,0.1353575798020242,0.9095665171898356,0.3127652050919378,0.2356472068932133,0.7146030816646687,3538,7774,121,1217,0.420550823569769,0.6842105263157895,0.6842105263157895,1.0,0.0,0.8125000000000001,0.5766666666666667,0,60,0,130,1.0,130,130,154,201.7760955015285,-5.510769230769229
masked_bimamba,fold_0,seed_42,random_joint_drop,0.3,0.2445059288537549,0.1202291839940855,0.9723467862481316,0.1584158415841584,0.2139978616662554,0.7220996513088208,1792,9520,37,1301,0.5344528545315558,0.6842105263157895,0.6842105263157895,1.0,0.0,0.8125000000000001,0.5837179487179488,0,60,0,130,1.0,130,130,69,90.40617265977576,-7.19230769230769
masked_bimamba,fold_0,seed_42,frame_drop,0.1,0.8040316205533596,0.3061501868841318,0.6733931240657698,0.8194837340876945,0.420929689324924,0.816184626350207,9270,2042,437,901,0.2719332248723436,0.7421052631578947,0.7288135593220338,0.9923076923076924,0.2,0.8403908794788274,0.6423076923076922,12,48,1,129,0.9769230769230768,127,130,239,313.14601834328124,0.0755905511811024
masked_bimamba,fold_0,seed_42,frame_drop,0.2,0.8003952569169961,0.3014386082301773,0.6733931240657698,0.8154172560113154,0.416454818581003,0.8102875129761534,9224,2088,437,901,0.2454195216686829,0.7368421052631579,0.7247191011235955,0.9923076923076924,0.1833333333333333,0.8376623376623376,0.647948717948718,11,49,1,129,0.9769230769230768,127,130,241,315.7664871160283,0.0818897637795276
masked_bimamba,fold_0,seed_42,frame_drop,0.3,0.7866403162055337,0.2832112137623447,0.6644245142002989,0.8010961810466761,0.397140942595488,0.8004142062188282,9062,2250,449,889,0.2292279295746987,0.7157894736842105,0.7087912087912088,0.9923076923076924,0.1166666666666666,0.8269230769230769,0.6596153846153847,7,53,1,129,0.9846153846153848,128,130,255,334.1097685252582,0.003125
masked_bimamba,fold_0,seed_42,confidence_noise,0.1,0.7879051383399209,0.2880554680113457,0.6831091180866966,0.8003005657708628,0.405231655952117,0.8073780532281287,9053,2259,424,914,0.3255136939258914,0.7368421052631579,0.7247191011235955,0.9923076923076924,0.1833333333333333,0.8376623376623376,0.637051282051282,11,49,1,129,0.9692307692307692,126,130,253,331.4892997525111,0.0365079365079365
